,yoji,yj_pos,yj_reading,j1,j1_Index,j1_Strokes,j1_Meanings,j1_Readings,j1_krad,j1_Kanji,j1_Grade,j1_Kanji Classification,j1_JLPT-test,j1_Kanji Frequency with Proper Nouns,j1_Kanji Frequency without Proper Nouns,j1_Symmetry,j2,j2_Index,j2_Strokes,j2_Meanings,j2_Readings,j2_krad,j2_Kanji,j2_Grade,j2_Kanji Classification,j2_JLPT-test,j2_Kanji Frequency with Proper Nouns,j2_Kanji Frequency without Proper Nouns,j2_Symmetry,j3,j3_Index,j3_Strokes,j3_Meanings,j3_Readings,j3_krad,j3_Kanji,j3_Grade,j3_Kanji Classification,j3_JLPT-test,j3_Kanji Frequency with Proper Nouns,j3_Kanji Frequency without Proper Nouns,j3_Symmetry,j4,j4_Index,j4_Strokes,j4_Meanings,j4_Readings,j4_krad,j4_Kanji,j4_Grade,j4_Kanji Classification,j4_JLPT-test,j4_Kanji Frequency with Proper Nouns,j4_Kanji Frequency without Proper Nouns,j4_Symmetry,bg1,bg1_Meanings,bg1_Readings,bg2,bg2_Meanings,bg2_Readings
4963,河漢其言,[],,河,1314,8,"[' river/stream River/the ... river, ホー', ' discarded tiles/discards]']",['かわ'],"['口', '氵', '亅', '一']",['河'],[5],['形声 Phonetic'],[2],[50828],[12790],['S'],漢,1419,13,"["" man among men/man's man,"", ' China Han dynasty (China, 202 BCE-220 CE) Han (majority Chinese ethnic group) man,', ' China (sometimes also used in ref. to Korea or other foreign countries)]']","['おとこ', 'かん', 'から']","['氵', '⺾', '口', '一', '大']",['漢'],[3],['形声 Phonetic'],[4],[13555],[11457],['S'],其,190,8,"[' that/it then/that point (in time)/that time there you,', ' that you oneself/themself,', ' that he/she/that person]']","['それ', 'れ', 'し', 'そ']","['一', '甘', 'ハ']",,,,,,,,言,2182,7,[' word/remark/statement]'],['げん'],['言'],['言'],[2],['象形 Pictographic'],[4],[408709],[408580],['P'],河漢,[' Milky Way]'],['かかん'],河漢,[' Milky Way]'],['かかん']
4966,鵜目鷹目,[],うのめたかのめ,鵜,2712,18,[' cormorant (Phalacrocoracidae spp.)]'],['う'],"['｜', 'ノ', '弓', '鳥', '并', '灬']",,,,,,,,目,1631,5,"[' eye/eyeball eyesight/sight/vision look/stare/gaze/glance notice/attention/observation/eyes (of the world, public, etc.) an experience viewpoint discrimination/discernment/judgement/eye (e.g. for quality) appearance chance to succeed/possibility 10. spacing (between crossed strands of a net, mesh, etc.)/opening/stitch/texture/weave 11. grain (of wood) 12. eye (of a storm, needle, etc.) 13. intersection (on a go board)/square (on a chess board) 14. dot (on a dice)/pip/rolled number 15. graduation/division (of a scale) 16. tooth (of a saw, comb, etc.) 17. ordinal number suffix 18. somewhat/-ish 19. point (e.g. of change),', ' order item (of a budget revision, etc.) counter for go pieces/counter for surrounded positions (in go)]']","['め', 'もく']",['目'],['目'],[1],['象形 Pictographic'],[4],[510537],[503519],['P'],鷹,2721,24,[' hawk/falcon]'],['たか'],"['⺅', '鳥', '广', '灬', '隹']",,,,,,,,目,1631,5,"[' eye/eyeball eyesight/sight/vision look/stare/gaze/glance notice/attention/observation/eyes (of the world, public, etc.) an experience viewpoint discrimination/discernment/judgement/eye (e.g. for quality) appearance chance to succeed/possibility 10. spacing (between crossed strands of a net, mesh, etc.)/opening/stitch/texture/weave 11. grain (of wood) 12. eye (of a storm, needle, etc.) 13. intersection (on a go board)/square (on a chess board) 14. dot (on a dice)/pip/rolled number 15. graduation/division (of a scale) 16. tooth (of a saw, comb, etc.) 17. ordinal number suffix 18. somewhat/-ish 19. point (e.g. of change),', ' order item (of a budget revision, etc.) counter for go pieces/counter for surrounded positions (in go)]']","['め', 'もく']",['目'],['目'],[1],['象形 Pictographic'],[4],[510537],[503519],['P'],鵜目,[],[],鵜目,[],[]
4968,彌陀名号,[],みだのみょうごう,彌,756,17,[],[],"['｜', '一', '弓', 'ハ', '冂', '爻']",,,,,,,,陀,2518,8,[],[],"['匕', '宀', '⻖']",,,,,,,,名,345,6,"[' name/given name title fame/renown/reputation pretext/pretense/justification/appearance,', ' counter for people (usu. seating, reservations and such) first name famous/great name noun]']","['な', 'めい']","['口', '夕']",['名'],[1],['会意 Com. Ideographic'],[5],[291373],[241836],['S'],号,338,5,"[' number/edition/make/model/issue/part of that group sobriquet/pen-name size (of printing types, canvases, knitting needles, etc.) suffix attached to names of ships, trains, airplanes, etc.]']",['ごう'],"['一', '口', '勹']",['号'],[3],['会意 Com. Ideographic'],[3],[75923],[75594],['P'],彌陀,[],[],彌陀,[],[]
4969,麦秀黍離,[],ばくしゅうしょり,麦,2727,7,[' wheat/barley/oat (oats)]'],['むぎ'],"['麦', '夂']",['麦'],[2],['会意 Com. Ideographic'],[2],[5389],[5155],['S'],秀,1708,7,[' preeminence/supremacy/distinction/excellence]'],['しゅう'],"['乃', '禾']",['秀'],[7],['象形 Pictographic'],[1],[65349],[22765],['S'],黍,2731,12,[' (common) millet (Panicum miliaceium)/proso millet]'],['きび'],"['禾', '黍', '水']",,,,,,,,離,2560,19,"[' li (one of the trigrams of the I Ching', ' fire, south)]']",['り'],"['亠', '凵', '禸', '隹']",['離'],[7],['形声 Phonetic'],[1],[87245],[86601],['S'],麦秀,[],[],麦秀,[],[]
4973,排斥擠陥,[],はいせきせいかん,排,978,11,[' anti-]'],['はい'],"['非', '扌']",['排'],[7],['形声 Phonetic'],[1],[30280],[30280],['R'],斥,1060,5,[],[],"['斤', '丶']",['斥'],[7],['象形 Pictographic'],[1],[718],[718],['.'],擠,1023,17,[],[],"['亠', '扌', '齊', '刀', '氏', '廾']",,,,,,,,陥,2526,10,[],[],"['｜', '日', '勹', '⻖']",['陥'],[7],['形声 Phonetic'],[1],[17344],[17344],['S'],排斥,[' rejection/expulsion/boycott/ostracism]'],['はいせき'],排斥,[' rejection/expulsion/boycott/ostracism]'],['はいせき']
4978,魯魚之誤,[],ろぎょのあやまり,魯,2687,15,"[' Russia,', ' Lu (Chinese vassal state existing during the Spring and Autumn period)]']","['ろ', 'ろ']","['魚', '田', '日', '灬']",,,,,,,,魚,2686,11,[' fish]'],['さかな'],"['魚', '田', '灬']",['魚'],[2],['象形 Pictographic'],[4],[17300],[14588],['S'],之,22,3,"[' this/this one this person now/this point (in time) here used to stress the subject of a sentence I/me,', "" 's/of/belonging to]""]","['これ', 'れ', 'の']","['乙', '丶', '亠', '廴']",,,,,,,,誤,2218,14,[' mistake/error]'],['ご'],"['言', '口', 'ハ']",['誤'],[6],['形声 Phonetic'],[3],[26573],[26573],['R'],魯魚,[],[],魯魚,[],[]
4979,白兎赤烏,[],はくとせきう,白,1613,5,"[' white innocence/innocent person blank space white go stone white dragon tile skewered grilled pig intestine,', ' white unseasoned/undyed/unaltered very much/precisely playing dumb unfeigned/honest/diligent,', "" white striped mullet fry (Mugil cephalus) speech/one's lines white dragon tile winning hand with a pung (or kong) of white dragon tiles white person/Caucasian Belgium]""]","['しろ', 'しら', 'はく']",['白'],['白'],[1],['象形 Pictographic'],[5],[129369],[104138],['R'],兎,177,8,[' rabbit/hare/coney/cony/lagomorph (esp. leporids)]'],['うさぎ'],"['ノ', '丶', '儿', '口', '｜']",,,,,,,,赤,2299,7,"[' red/crimson/scarlet red-containing colour (e.g. brown, pink, orange) Red (i.e. communist) red light (traffic) red ink (i.e. in finance or proof-reading)/(in) the red complete/total/perfect/obvious copper red 5-point card]']",['あか'],"['赤', '土']",['赤'],[1],['会意 Com. Ideographic'],[4],[68494],[47188],['R'],烏,1459,10,[' crow (Corvus spp.)/raven]'],['からす'],"['鳥', '灬']",,,,,,,,白兎,[' white rabbit]'],['しろうさぎ'],白兎,[' white rabbit]'],['しろうさぎ']
4982,杯盤酒肴,[],はいばんしゅこう,杯,1160,8,"[' sake cup/cup for alcoholic beverages,', ' sake cup/cup for alcoholic beverages counter for cupfuls, bowlfuls, spoonfuls, etc. counter for boats counter for octopuses and squid cup (in sports)/championship,', ' shallow bowl,', ' counter for cupfuls, bowlfuls, spoonfuls, etc.]']","['さかずき', 'はい', 'つき', 'はた']","['｜', 'ノ', '一', '木', '礻']",['杯'],[7],['形声 Phonetic'],[3],[60302],[20880],['P'],盤,1629,15,"[' plate/dish/platter/disc serving/helping/course kanji radical 108 (at the bottom),', ' disk/disc/record/clock face tray/shallow bowl grid/board (e.g. in shogi)]']","['さら', 'ばん']","['皿', '舟', '殳', '几', '又']",['盤'],[7],['形声 Phonetic'],[1],[42521],[42017],['P'],酒,2445,10,[' alcohol/sake]'],['さけ'],"['氵', '酉']",['酒'],[3],['形声 Phonetic'],[3],[37771],[29427],['S'],肴,1941,8,[' appetizer or snack served with drinks performance to liven up a bar/conversation to liven up a party]'],['さかな'],"['ノ', '一', '月', '丶']",,,,,,,,杯盤,[' glasses and plates]'],['はいばん'],杯盤,[' glasses and plates]'],['はいばん']
4984,白兪泣杖,[],はくゆきゅうじょう,白,1613,5,"[' white innocence/innocent person blank space white go stone white dragon tile skewered grilled pig intestine,', ' white unseasoned/undyed/unaltered very much/precisely playing dumb unfeigned/honest/diligent,', "" white striped mullet fry (Mugil cephalus) speech/one's lines white dragon tile winning hand with a pung (or kong) of white dragon tiles white person/Caucasian Belgium]""]","['しろ', 'しら', 'はく']",['白'],['白'],[1],['象形 Pictographic'],[5],[129369],[104138],['R'],兪,184,9,[],[],"['月', '入', '𠆢']",,,,,,,,泣,1325,8,[],[],"['氵', '立']",['泣'],[4],['形声 Phonetic'],[1],[12445],[12412],['.'],杖,1154,7,"[' cane/walking stick/staff/wand,', ' severe caning (60-100 times)]']","['つえ', 'じょう']","['ノ', '一', '木']",,,,,,,,白兪,[],[],白兪,[],[]
4987,李絶杜律,[],りぜつとりつ,李,1149,7,[' Japanese plum (Prunus salicina)/Chinese plum]'],['すもも'],"['子', '木']",,,,,,,,絶,1839,12,[' starting field which contains the November and/or December 20-point card]'],['ぜつ'],"['糸', '幺', '小', '色']",['絶'],[5],['形声 Phonetic'],[3],[45507],[45507],['S'],杜,1155,7,[' forest shrine grove]'],['もり'],"['土', '木']",,,,,,,,律,774,9,"[' law (esp. ancient East Asian criminal code)/regulation vinaya (rules for the monastic community) Ritsu (school of Buddhism) lushi (style of Chinese poem) (musical) pitch six odd-numbered notes of the ancient chromatic scale Japanese seven-tone gagaku scale, similar to Dorian mode (corresponding to', ' re, mi, fa, so, la, ti, do) (in traditional Eastern music) step (corresponding to a Western semitone)]']",['りつ'],"['彳', '聿']",['律'],[6],['形声 Phonetic'],[2],[24943],[24066],['S'],李絶,[],[],李絶,[],[]
4989,連理之枝,[],れんりのえだ,連,2404,10,"[' two reams (of paper)/1000 sheets (of paper) stanza/verse tribe (in taxonomy) forecast (bet)/bet which predicts the top 2 finishers (i.e. quinella or perfecta bet) party/company/group/set things strung in a line, e.g. pearls, dried fish, spans of a bridge, etc. falcon,', ' Muraji (hereditary title; orig. one of the two highest such titles, later demoted to seventh highest of eight)]']","['れん', 'むらじ']","['辶', '車']",['連'],[4],['会意 Com. Ideographic'],[3],[515353],[425541],['R'],理,1550,11,"[' reason/principle/logic general principle (as opposed to individual concrete phenomenon) (in neo-Confucianism) the underlying principles of the cosmos,', ' reason/logic/sense/natural way of things]']","['り', 'ことわり']","['王', '里']",['理'],[2],['形声 Phonetic'],[4],[422771],[385731],['P'],之,22,3,"[' this/this one this person now/this point (in time) here used to stress the subject of a sentence I/me,', "" 's/of/belonging to]""]","['これ', 'れ', 'の']","['乙', '丶', '亠', '廴']",,,,,,,,枝,1171,8,"[' branch/bow/bough/twig/limb,', ' counter for long, thin things (i.e. swords)]']","['えだ', 'し']","['支', '木', '十', '又']",['枝'],[5],['形声 Phonetic'],[2],[17014],[4858],['S'],連理,[' trees with entwined branches intimate male and female relationship]'],['れんり'],連理,[' trees with entwined branches intimate male and female relationship]'],['れんり']
4992,傲然屹立,[],ごうぜんきつりつ,傲,152,13,[],[],"['⺅', '土', '方', '攵']",['傲'],[7],['形声 Phonetic'],[0],[308],[308],['.'],然,1466,12,"[' -like,', ' so/like that/in that way,', ' like that/as such yeah/uh-huh]']","['ぜん', 'さ', 'しか']","['犬', '夕', '灬']",['然'],[4],['会意 Com. Ideographic'],[3],[95276],[95022],['P'],屹,659,6,[],[],"['ノ', '乙', '山']",,,,,,,,立,1752,5,[],[],['立'],['立'],[1],['会意 Com. Ideographic'],[4],[502495],[460112],['S'],傲然,[' proud/arrogant/haughty]'],['ごうぜん'],傲然,[' proud/arrogant/haughty]'],['ごうぜん']
4994,佇立瞑目,[],ちょりつめいもく,佇,85,7,[],[],"['⺅', '亅', '宀']",,,,,,,,立,1752,5,[],[],['立'],['立'],[1],['会意 Com. Ideographic'],[4],[502495],[460112],['S'],瞑,1653,15,[],[],"['日', 'ハ', '目', '亠', '冖']",,,,,,,,目,1631,5,"[' eye/eyeball eyesight/sight/vision look/stare/gaze/glance notice/attention/observation/eyes (of the world, public, etc.) an experience viewpoint discrimination/discernment/judgement/eye (e.g. for quality) appearance chance to succeed/possibility 10. spacing (between crossed strands of a net, mesh, etc.)/opening/stitch/texture/weave 11. grain (of wood) 12. eye (of a storm, needle, etc.) 13. intersection (on a go board)/square (on a chess board) 14. dot (on a dice)/pip/rolled number 15. graduation/division (of a scale) 16. tooth (of a saw, comb, etc.) 17. ordinal number suffix 18. somewhat/-ish 19. point (e.g. of change),', ' order item (of a budget revision, etc.) counter for go pieces/counter for surrounded positions (in go)]']","['め', 'もく']",['目'],['目'],[1],['象形 Pictographic'],[4],[510537],[503519],['P'],佇立,[' standing still]'],['ちょりつ'],佇立,[' standing still]'],['ちょりつ']
4995,壁立千仞,[],へきりつせんじん,壁,496,16,"[' wall/partition barrier/obstacle Chinese ""Wall"" constellation (one of the 28 mansions)]']",['かべ'],"['口', '十', '辛', '土', '立', '尸']",['壁'],[7],['形声 Phonetic'],[1],[23779],[23246],['P'],立,1752,5,[],[],['立'],['立'],[1],['会意 Com. Ideographic'],[4],[502495],[460112],['S'],千,289,3,"[' 1,000/thousand]']",['せん'],"['ノ', '十']",['千'],[1],['形声 Phonetic'],[5],[132016],[36665],['R'],仞,60,5,"[' ren (ancient Chinese measure of height, depth, etc.; between 1-3 meters)]']",['じん'],"['⺅', '刀', '丶']",,,,,,,,壁立,[' cliff that stands tall like a wall]'],['へきりつ'],壁立,[' cliff that stands tall like a wall]'],['へきりつ']
4998,渉于春氷,[],しゅんびょうをわたる,渉,1377,11,[],[],"['ノ', '止', '氵', '小']",['渉'],[7],['会意 Com. Ideographic'],[1],[174306],[173141],['S'],于,39,3,[],[],"['二', '亅']",,,,,,,,春,1092,9,"["" spring/springtime New Year prime (of life)/height (of one's prosperity)/heyday adolescence/puberty sexuality/sexual desire]""]",['はる'],"['一', '二', '日', '人']",['春'],[2],['形声 Phonetic'],[4],[87078],[62227],['S'],氷,1289,5,"[' ice shaved ice (usually served with flavored simple syrup),', ' ice hail,', ' icicle ice pillar (for cooling a room) ice]']","['こおり', 'ひ', 'つらら']","['水', '丶']",['氷'],[3],['象形 Pictographic'],[2],[10116],[8498],['S'],渉于,[],[],渉于,[],[]
5004,慇懃尾篭,[],いんぎんびろう,慇,867,14,[],[],"['心', '日', '殳', '几', '又']",,,,,,,,懃,892,17,[],[],"['心', '力', '⺾']",,,,,,,,尾,639,7,"[' tail (animal, kite, comet, etc.)/tail end slope at the foot of a mountain,', ' Chinese ""Tail"" constellation (one of the 28 mansions) counter for fish, shrimp, etc.]']","['お', 'び']","['毛', '尸']",['尾'],[7],['象形 Pictographic'],[1],[61572],[8768],['S'],篭,1788,16,"[' basket (shopping, etc.)/hamper/cage,', ' prison/jail/gaol firm/solid/strong]']","['かご', 'ろう']","['竹', '立', '竜']",,,,,,,,慇懃,[' politeness/courtesy/civility friendship/(sexual) intimacy]'],['いんぎん'],慇懃,[' politeness/courtesy/civility friendship/(sexual) intimacy]'],['いんぎん']
5015,火山帯礪,[],かざんたいれい,火,1445,4,"[' fire/flame/blaze,', ' Tuesday fire (second of the five elements)]']","['ひ', 'か']",['火'],['火'],[1],['象形 Pictographic'],[5],[78182],[75741],['S'],山,658,3,"[' mountain/hill mine (e.g. coal mine) heap/pile crown (of a hat)/thread (of a screw)/tread (of a tire)/protruding part of an object/high part climax/peak/critical point guess/speculation/gamble criminal case/crime mountain climbing/mountaineering festival float (esp. one mounted with a decorative halberd) 10. deck (of playing cards on table, face down, from which cards are drawn)/stack 11. wall/wall tile 12. temple/temple grounds 13. wild,', ' Mt./Mount Mt./Mount,', ' mountain/hill]']","['やま', 'さん', 'むれ']",['山'],['山'],[1],['象形 Pictographic'],[5],[498242],[90473],['R'],帯,698,10,"[' obi/kimono sash paper wrapper on books, CDs, etc. band/belt/strip cingulum radio or television program broadcast in the same time slot on all or most days,', ' band (e.g. conduction, valence)/belt (e.g. Van-Allen, asteroid, etc.)]']","['おび', 'たい']","['｜', '一', '巾', '冖']",['帯'],[4],['象形 Pictographic'],[2],[68745],[66763],['P'],礪,1687,19,[],[],"['口', '石', '田', '厂', '禸', '⺾']",,,,,,,,火山,[' volcano]'],['かざん'],火山,[' volcano]'],['かざん']
5020,雨栗日柿,[],あまぐりひがき,雨,2562,8,[' rain rainy day/rainy weather the November suit (in hanafuda)]'],['あめ'],['雨'],['雨'],[1],['象形 Pictographic'],[5],[27122],[26169],['S'],栗,1190,10,[' Japanese chestnut (Castanea crenata)]'],['くり'],"['西', '木']",,,,,,,,日,1075,4,"["" day/days sun/sunshine/sunlight (the) day/daytime/daylight date/deadline (past) days/time (e.g. of one's childhood) case (esp. unfortunate)/event,"", ' Sunday day (of the month) counter for days Japan,', ' day of month counter for days]']","['ひ', 'にち', 'か']",['日'],['日'],[1],['象形 Pictographic'],[5],[2817613],[1855755],['S'],柿,1188,9,"[' kaki/Japanese persimmon (Diospyros kaki),', ' chopped wood/wood chips thin shingles]']","['かき', 'こけら']","['｜', '巾', '木', '亠', '冂']",['柿'],[7],['形声 Phonetic'],[0],[2994],[1508],['S'],雨栗,[],[],雨栗,[],[]
5021,感慨悲慟,[],かんがいひどう,感,864,13,[' feeling/sensation/emotion/admiration/impression interjection]'],['かん'],"['ノ', '口', '心', '戈']",['感'],[3],['形声 Phonetic'],[3],[269610],[269551],['S'],慨,877,13,[],[],"['牙', '艮', '忄']",['慨'],[7],['形声 Phonetic'],[1],[2376],[2376],['.'],悲,844,12,[' karuna (compassion)]'],['ひ'],"['心', '非']",['悲'],[3],['形声 Phonetic'],[3],[25357],[25321],['R'],慟,873,14,[],[],"['｜', 'ノ', '日', '忄', '力']",,,,,,,,感慨,[' deep emotion/strong feelings]'],['かんがい'],感慨,[' deep emotion/strong feelings]'],['かんがい']
5027,筆墨硯紙,[],ひつぼくけんし,筆,1767,12,[' writing brush/paintbrush/pen writing with a brush/drawing with a brush/penmanship/something drawn with a brush writing (composing text)/the written word (land) lot/plot]'],['ふで'],"['竹', '聿']",['筆'],[3],['会意 Com. Ideographic'],[2],[25147],[25031],['P'],墨,495,14,"["" sumi/India ink/Chinese ink/ink stick/ink-cake squid ink/octopus ink carpenter's inking string,"", ' Mexico Mohism ink tattooing]']","['すみ', 'ぼく']","['黒', '土', '里', '灬']",['墨'],[7],['会意 Com. Ideographic'],[1],[6475],[3087],['S'],硯,1675,12,[' inkstone]'],['すずり'],"['見', '口', '石']",,,,,,,,紙,1818,10,"[' paper,', ' newspaper]']","['かみ', 'し']","['氏', '糸', '幺', '小']",['紙'],[2],['形声 Phonetic'],[4],[80522],[75301],['P'],筆墨,[' stationery/pen and ink/writing materials]'],['ひつぼく'],筆墨,[' stationery/pen and ink/writing materials]'],['ひつぼく']
